"time","event","gene_id","strand","l_ES","l_EE","s_ES","s_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
5,"A5SS","Solyc01g097340.3","+",80497207,80497594,80497207,80497411,"0,31,50","63,0,0","2,0,0","49,49,55",1.53562193403646e-05,0.66
10,"A5SS","Solyc01g097340.3","+",80498160,80498441,80498160,80498431,"5,52,13","132,124,95","2,0,0","144,29,98",1.99180999122602e-07,0.139
50,"A5SS","Solyc01g097340.3","+",80498160,80498441,80498160,80498431,"20,0,38","47,73,124","0,0,0","70,66,66",2.89494433131177e-08,0.169
70,"A5SS","Solyc01g097340.3","+",80498160,80498441,80498160,80498431,"35,0,24","112,80,97","0,0,0","87,115,80",5.08873743143455e-10,0.138
80,"A5SS","Solyc01g097340.3","+",80497207,80497594,80497207,80497411,"50,48,0","0,0,27","0,0,0","63,21,44",8.93993284989433e-07,0.667
90,"A5SS","Solyc01g097340.3","+",80497207,80497594,80497207,80497411,"46,63,11","0,0,0","2,1,0","68,62,80",0,0.993
105,"A5SS","Solyc01g097340.3","+",80497207,80497594,80497207,80497411,"34,35,0","0,0,60","0,0,0","2,67,35",3.55486927887159e-06,0.667
120,"A5SS","Solyc01g097340.3","+",80498160,80498441,80498160,80498431,"10,20,27","0,63,0","11,0,9","117,83,85",1.27697450097865e-06,0.686
90,"A5SS","Solyc01g111870.3","-",90375674,90375979,90375678,90375979,"13,18,10","2,11,0","8,6,18","0,0,0",0.000780895666063334,-0.174
105,"A5SS","Solyc01g111870.3","-",90375674,90375979,90375678,90375979,"5,8,7","0,3,7","13,4,4","0,0,0",0.000609038351564581,-0.262
30,"A5SS","Solyc02g005180.3","+",6943160,6943310,6943160,6943223,"48,71,35","0,0,0","35,41,48","7,12,7",1.35267594903299e-08,0.249
50,"A5SS","Solyc02g005180.3","+",6943160,6943605,6943160,6943223,"56,73,81","0,0,0","43,44,45","13,14,11",0,0.365
50,"A5SS","Solyc02g005180.3","+",6944498,6944868,6944498,6944713,"171,188,177","31,43,37","61,31,62","33,30,40",2.17830078295954e-06,0.289
60,"A5SS","Solyc02g005180.3","+",6943160,6943310,6943160,6943223,"66,69,42","0,1,0","29,49,34","21,13,8",2.6643132145004e-11,0.36
60,"A5SS","Solyc02g005180.3","+",6944460,6944868,6944460,6944713,"156,144,170","24,44,57","57,68,50","39,45,36",0.000568742361109554,0.241
70,"A5SS","Solyc02g005180.3","+",6943160,6943605,6943160,6943223,"61,44,58","0,0,0","25,24,35","18,20,6",3.6530778402261e-12,0.49
70,"A5SS","Solyc02g005180.3","+",6943160,6943310,6943160,6943223,"61,44,58","0,0,0","24,27,35","18,20,6",3.60501102653567e-12,0.432
70,"A5SS","Solyc02g005180.3","+",6944498,6944868,6944498,6944713,"176,144,207","39,31,36","63,36,48","33,34,20",0.000547529607171561,0.252
90,"A5SS","Solyc02g005180.3","+",6944498,6944868,6944498,6944713,"208,268,205","30,76,2","28,26,37","33,43,43",3.47228912289853e-12,0.521
90,"A5SS","Solyc02g005180.3","+",6943160,6943310,6943160,6943223,"67,100,72","0,0,5","38,37,57","17,9,34",6.80841004489444e-13,0.36
90,"A5SS","Solyc02g005180.3","+",6943160,6943310,6943160,6943223,"67,101,72","250,437,289","38,37,54","89,56,89",6.75012318117031e-05,-0.125
105,"A5SS","Solyc02g005180.3","+",6943160,6943605,6943160,6943223,"52,59,69","0,1,0","53,20,20","19,31,13",0,0.569
105,"A5SS","Solyc02g005180.3","+",6944460,6944861,6944460,6944713,"57,80,89","30,31,42","16,12,8","40,27,14",2.8252234895e-09,0.332
105,"A5SS","Solyc02g005180.3","+",6944460,6944868,6944460,6944713,"143,209,186","30,31,42","64,41,21","40,27,14",3.59085855737017e-07,0.286
120,"A5SS","Solyc02g005180.3","+",6943160,6943605,6943160,6943223,"70,64,69","1,0,0","18,31,21","9,23,17",0,0.562
120,"A5SS","Solyc02g005180.3","+",6943160,6943310,6943160,6943223,"70,64,69","1,0,0","21,30,21","9,23,17",0,0.497
120,"A5SS","Solyc02g005180.3","+",6944498,6944868,6944498,6944713,"265,160,236","24,25,41","23,26,36","28,38,31",0,0.479
105,"A5SS","Solyc02g067180.3","-",35386754,35387225,35387152,35387225,"17,15,10","7,2,8","8,8,3","25,34,34",7.87643239660359e-06,0.479
120,"A5SS","Solyc02g067180.3","-",35386855,35387223,35387152,35387223,"20,5,8","0,1,5","0,3,0","27,22,30",1.16559823017977e-11,0.698
30,"A5SS","Solyc02g069100.4","-",37081863,37082134,37081973,37082134,"7,46,44","21,20,22","0,0,0","17,24,13",6.08611744334999e-10,0.422
40,"A5SS","Solyc02g069100.4","-",37081863,37082134,37081973,37082134,"40,26,25","18,19,17","0,1,0","23,37,21",0,0.481
90,"A5SS","Solyc02g069100.4","-",37081863,37082134,37081973,37082134,"0,0,0","19,32,27","55,18,0","13,15,17",7.24964495630324e-06,-0.372
105,"A5SS","Solyc02g069100.4","-",37081863,37082134,37081973,37082134,"61,19,52","33,27,34","15,0,0","30,20,31",2.4265895818376e-06,0.349
105,"A5SS","Solyc02g071270.3","-",38773265,38773407,38773374,38773407,"15,24,36","33,24,19","31,19,7","0,0,4",0.000420072161284617,-0.469
120,"A5SS","Solyc02g071270.3","-",38773265,38773407,38773374,38773407,"31,39,25","29,15,0","25,17,18","0,1,0",0.000240076587070322,-0.309
80,"A5SS","Solyc02g081340.3","+",43327301,43327663,43327301,43327448,"63,72,67","7,10,4","53,48,48","20,37,28",8.94817383252595e-07,0.356
90,"A5SS","Solyc02g081340.3","+",43327301,43327751,43327301,43327448,"131,114,143","4,15,6","72,63,49","31,41,34",0,0.422
105,"A5SS","Solyc02g081340.3","+",43327301,43327663,43327301,43327448,"91,108,83","7,4,4","86,43,44","43,30,28",0,0.451
120,"A5SS","Solyc02g081340.3","+",43327301,43327639,43327301,43327448,"91,73,57","3,10,4","34,52,46","43,30,20",1.05604705218564e-08,0.439
50,"A5SS","Solyc02g082760.3","-",44406159,44406538,44406389,44406538,"6,15,19","0,0,0","20,23,47","1,1,12",0.000636028966290636,0.17
90,"A5SS","Solyc02g082760.3","-",44406159,44406538,44406389,44406538,"29,26,15","0,0,0","44,45,36","5,10,6",6.18667739429716e-06,0.248
105,"A5SS","Solyc02g082760.3","-",44406159,44406538,44406389,44406538,"11,15,12","0,0,0","24,27,30","12,6,12",4.56475064030371e-07,0.417
120,"A5SS","Solyc02g082760.3","-",44406159,44406538,44406389,44406538,"22,13,16","0,0,0","26,55,28","11,13,21",1.60805666338303e-08,0.46
20,"A5SS","Solyc02g084440.4","-",45535162,45535306,45535255,45535306,"1,1,5","0,5,5","7,2,8","0,0,0",0.000252821825528429,-0.503
90,"A5SS","Solyc02g084440.4","-",45535255,45535543,45535433,45535543,"349,432,300","0,0,0","364,429,376","6,36,45",0,0.123
90,"A5SS","Solyc02g084440.4","-",45535162,45535543,45535433,45535543,"349,432,300","0,0,0","369,436,385","6,36,45",0,0.121
105,"A5SS","Solyc02g084440.4","-",45535255,45535543,45535433,45535543,"245,280,283","0,0,0","425,400,368","22,70,55",0,0.194
105,"A5SS","Solyc02g084440.4","-",45535162,45535543,45535433,45535543,"245,280,280","0,0,0","427,405,376","22,70,55",0,0.192
120,"A5SS","Solyc02g084440.4","-",45535146,45535543,45535433,45535543,"298,223,230","0,0,0","362,414,327","11,69,8",1.50174380867109e-10,0.118
120,"A5SS","Solyc02g084440.4","-",45535249,45535543,45535433,45535543,"298,234,230","0,0,0","362,411,325","11,69,8",1.34170234244772e-10,0.118
120,"A5SS","Solyc02g084440.4","-",45535255,45535543,45535433,45535543,"298,228,230","0,0,0","362,411,325","11,69,8",1.4451793859985e-10,0.118
120,"A5SS","Solyc02g084440.4","-",45535162,45535543,45535433,45535543,"298,223,230","0,0,0","367,427,329","11,69,8",1.43166545285461e-10,0.116
25,"A5SS","Solyc02g085570.4","+",46415890,46416361,46415890,46415961,"53,58,67","205,149,131","27,21,17","165,200,209",1.62824115301812e-08,0.105
50,"A5SS","Solyc02g085570.4","+",46415890,46416329,46415890,46415961,"145,177,224","181,195,176","112,110,107","204,207,214",0.000496859530099676,0.121
50,"A5SS","Solyc02g085570.4","+",46415890,46416361,46415890,46415961,"55,71,86","181,195,176","28,27,22","204,207,214",1.29848323546721e-09,0.103
60,"A5SS","Solyc02g085570.4","+",46415890,46416361,46415890,46415961,"46,65,67","151,165,174","13,12,21","141,161,198",3.79223924989745e-11,0.109
90,"A5SS","Solyc02g085570.4","+",46415890,46416361,46415890,46415961,"73,100,72","188,263,214","19,17,14","173,143,144",4.1416980956118e-10,0.104
105,"A5SS","Solyc02g085570.4","+",46415890,46416066,46415890,46415961,"58,45,57","124,157,157","26,18,14","184,157,201",1.30657671123169e-09,0.119
105,"A5SS","Solyc02g085570.4","+",46415890,46416361,46415890,46415961,"61,45,58","124,157,157","27,18,14","184,157,201",7.43550161916e-10,0.107
90,"A5SS","Solyc02g085760.2","+",46566408,46566844,46566408,46566771,"3,4,3","224,371,260","21,10,11","64,45,35",0,-0.153
105,"A5SS","Solyc02g085760.2","+",46566377,46566844,46566377,46566771,"1,3,0","188,217,282","12,10,13","45,48,46",0,-0.14
20,"A5SS","Solyc02g089980.3","+",49713231,49713669,49713231,49713508,"45,77,64","2,0,1","99,101,117","5,7,15",0.00357345135952692,0.102
90,"A5SS","Solyc02g089980.3","+",49713448,49713761,49713448,49713508,"12,2,4","0,0,0","2,5,3","14,18,16",1.20565594545006e-13,0.908
90,"A5SS","Solyc02g089980.3","+",49713231,49713669,49713231,49713508,"56,103,87","0,0,0","79,73,67","14,18,16",0,0.305
105,"A5SS","Solyc02g089980.3","+",49713231,49713669,49713231,49713508,"56,90,60","6,2,0","86,63,57","14,16,10",0.000424424481991812,0.208
15,"A5SS","Solyc02g094150.4","+",52871105,52871192,52871105,52871175,"2,5,7","142,166,164","19,10,22","106,97,107",2.40523332421352e-06,-0.102
60,"A5SS","Solyc02g094150.4","+",52870111,52870440,52870111,52870136,"46,42,36","16,14,16","83,92,71","9,9,3",4.98605055279264e-05,-0.287
70,"A5SS","Solyc02g094150.4","+",52870765,52871192,52870765,52871175,"1,7,1","165,114,142","36,37,9","94,101,115",2.53158294327299e-11,-0.169
80,"A5SS","Solyc02g094150.4","+",52870111,52870440,52870111,52870136,"25,19,22","16,8,15","59,49,62","0,6,6",1.56153476903585e-06,-0.412
90,"A5SS","Solyc02g094150.4","+",52870111,52870440,52870111,52870136,"14,30,30","25,17,11","69,60,52","1,9,0",7.54485561131575e-07,-0.492
30,"A5SS","Solyc02g094640.4","+",53327923,53328221,53327923,53328041,"4,3,1","0,1,0","2,3,4","2,3,1",0.000593836816791617,0.422
40,"A5SS","Solyc02g094640.4","+",53318211,53318372,53318211,53318282,"5,4,6","0,1,0","0,0,0","1,1,3",1.93051923653538e-12,0.905
80,"A5SS","Solyc03g034080.4","-",5636902,5637250,5637060,5637250,"88,66,94","2,23,22","62,71,102","0,0,0",3.66763502414117e-08,-0.258
80,"A5SS","Solyc03g034080.4","-",5636906,5637250,5637060,5637250,"65,94,129","2,23,22","47,52,61","0,0,0",1.74763389644375e-07,-0.214
90,"A5SS","Solyc03g034080.4","-",5636906,5637250,5637060,5637250,"117,136,68","0,23,0","49,78,73","17,18,27",2.26966817735542e-05,0.299
90,"A5SS","Solyc03g034080.4","-",5636902,5637250,5637060,5637250,"124,141,98","0,23,0","88,96,97","17,18,27",0.000248289344392416,0.221
105,"A5SS","Solyc03g034080.4","-",5636906,5637250,5637060,5637250,"71,59,77","0,0,0","89,73,36","10,12,0",4.89680448238496e-06,0.143
105,"A5SS","Solyc03g034080.4","-",5636902,5637250,5637060,5637250,"70,92,73","0,0,0","81,96,59","10,12,0",6.42551057025622e-06,0.133
70,"A5SS","Solyc03g081260.4","-",46720932,46721381,46721349,46721381,"14,8,9","0,0,1","1,9,3","3,7,1",2.887314414593e-05,0.561
40,"A5SS","Solyc03g097060.4","-",53986660,53987012,53986905,53987012,"102,71,96","3,1,0","68,62,88","8,11,7",8.96520314039514e-05,0.169
60,"A5SS","Solyc03g097060.4","-",53986660,53987012,53986905,53987012,"114,132,115","2,0,3","59,76,65","6,7,6",0.000707167069284956,0.132
70,"A5SS","Solyc03g097060.4","-",53986660,53987012,53986905,53987012,"131,171,95","0,1,1","84,72,62","13,5,6",1.13888956168282e-07,0.162
120,"A5SS","Solyc03g097060.4","-",53986660,53987012,53986905,53987012,"148,85,107","3,6,1","66,60,55","15,16,33",6.79039520263956e-10,0.341
80,"A5SS","Solyc03g111610.3","-",56660198,56660341,56660250,56660341,"23,14,7","8,4,5","30,19,27","1,0,0",2.2717002616138e-06,-0.348
90,"A5SS","Solyc03g111610.3","-",56660166,56660341,56660250,56660341,"23,42,27","3,14,7","56,39,46","0,1,2",4.26308315795383e-06,-0.232
80,"A5SS","Solyc03g111700.3","+",56762529,56763024,56762529,56762885,"4,6,9","0,0,0","10,1,4","2,0,6",0.00203440489185856,0.341
90,"A5SS","Solyc03g111700.3","+",56762529,56763024,56762529,56762885,"4,8,5","0,1,0","5,5,1","5,7,5",1.85017395336675e-06,0.7
5,"A5SS","Solyc03g112050.4","+",57016248,57016581,57016248,57016450,"156,146,130","315,281,230","199,140,139","200,162,153",0.000673922527778202,-0.11
5,"A5SS","Solyc03g112050.4","+",57016248,57016598,57016248,57016450,"160,150,130","315,281,230","199,142,138","200,162,153",0.00107423278311662,-0.105
20,"A5SS","Solyc03g112050.4","+",57016255,57016581,57016255,57016450,"130,164,170","123,150,181","91,129,128","210,159,243",0.00504158397748096,0.118
20,"A5SS","Solyc03g112050.4","+",57016255,57016598,57016255,57016450,"132,171,171","123,150,181","95,129,128","210,159,243",0.00270289355904372,0.118
25,"A5SS","Solyc03g112050.4","+",57016255,57016581,57016255,57016450,"144,155,157","140,168,112","108,137,134","210,212,209",0.00172240755389666,0.128
25,"A5SS","Solyc03g112050.4","+",57016255,57016598,57016255,57016450,"144,156,158","140,168,112","108,147,138","210,212,209",0.00332319266580343,0.12
30,"A5SS","Solyc03g112050.4","+",57016248,57016581,57016248,57016450,"173,125,137","101,146,113","96,123,128","239,224,264",9.26182443146979e-06,0.192
30,"A5SS","Solyc03g112050.4","+",57016248,57016598,57016248,57016450,"180,134,137","101,146,113","102,131,127","239,224,264",5.31527036462976e-06,0.189
40,"A5SS","Solyc03g112050.4","+",57016255,57016581,57016255,57016450,"165,157,153","169,156,123","91,99,103","227,224,262",6.81687792634107e-11,0.183
40,"A5SS","Solyc03g112050.4","+",57016255,57016598,57016255,57016450,"165,161,153","169,156,123","93,107,104","227,224,262",2.57496165804497e-10,0.175
50,"A5SS","Solyc03g112050.4","+",57016248,57016581,57016248,57016450,"128,225,206","203,229,185","135,79,84","295,261,317",6.46545997692173e-09,0.169
50,"A5SS","Solyc03g112050.4","+",57016248,57016598,57016248,57016450,"128,229,210","203,229,185","140,79,89","295,261,317",1.94333071933766e-08,0.163
60,"A5SS","Solyc03g112050.4","+",57016248,57016581,57016248,57016450,"138,222,158","219,239,202","73,83,82","251,323,257",1.41886502547075e-12,0.159
60,"A5SS","Solyc03g112050.4","+",57016248,57016598,57016248,57016450,"138,231,158","219,239,202","73,92,91","251,323,257",7.46446382964908e-11,0.149
70,"A5SS","Solyc03g112050.4","+",57016248,57016581,57016248,57016450,"182,166,181","214,210,213","98,69,107","254,257,335",7.5046925195976e-12,0.16
70,"A5SS","Solyc03g112050.4","+",57016248,57016598,57016248,57016450,"186,165,181","214,210,213","100,69,118","254,257,335",5.71300784457696e-11,0.151
