"time","event","gene_id","strand","l_ES","l_EE","s_ES","s_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
10,"A3SS","Solyc01g005820.4","+",550887,551040,550914,551040,"17,25,15","0,2,0","36,24,18","5,4,7",0.00703901267214742,0.178
30,"A3SS","Solyc01g005820.4","+",550821,551040,550910,551040,"13,13,9","47,54,64","22,34,47","56,60,77",0.00453199211081878,-0.125
30,"A3SS","Solyc01g005820.4","+",550784,551040,550910,551040,"13,13,9","47,54,64","22,32,46","56,60,77",0.0064800273394501,-0.11
40,"A3SS","Solyc01g005820.4","+",550884,551040,550910,551040,"23,14,12","76,53,59","43,28,30","53,51,56",0.00611376945513378,-0.168
40,"A3SS","Solyc01g005820.4","+",550784,551040,550910,551040,"22,14,12","76,53,59","38,28,31","53,51,56",0.00580020953777563,-0.127
50,"A3SS","Solyc01g005820.4","+",550824,551040,550910,551040,"22,36,38","71,86,99","45,67,47","49,38,42",1.0215195451679e-05,-0.247
50,"A3SS","Solyc01g005820.4","+",550821,551040,550910,551040,"23,20,20","71,86,99","21,46,37","49,38,42",0.000828604902652817,-0.197
50,"A3SS","Solyc01g005820.4","+",550784,551040,550910,551040,"22,20,19","71,86,99","21,47,35","49,38,42",0.000501132303855742,-0.183
60,"A3SS","Solyc01g005820.4","+",550884,551040,550910,551040,"23,32,29","76,99,142","25,37,23","34,39,49",0.00322232491949685,-0.183
60,"A3SS","Solyc01g005820.4","+",550821,551040,550910,551040,"23,34,29","76,99,142","27,38,26","34,39,49",0.000568542702181833,-0.17
70,"A3SS","Solyc01g005820.4","+",550887,551040,550910,551040,"28,32,39","112,103,83","37,41,37","27,38,49",0.000103609374878562,-0.247
70,"A3SS","Solyc01g005820.4","+",550884,551040,550910,551040,"32,31,39","112,103,83","35,41,37","27,38,49",0.000117049380341415,-0.236
70,"A3SS","Solyc01g005820.4","+",550824,551040,550910,551040,"50,43,57","112,103,83","53,61,45","27,38,49",0.000659122002663428,-0.231
70,"A3SS","Solyc01g005820.4","+",550821,551040,550910,551040,"28,30,39","112,103,83","36,41,40","27,38,49",9.96819595215092e-06,-0.227
70,"A3SS","Solyc01g005820.4","+",550784,551040,550910,551040,"28,30,39","112,103,83","35,45,37","27,38,49",1.34271408325057e-05,-0.212
70,"A3SS","Solyc01g005820.4","+",550421,550517,550444,550517,"27,28,16","0,6,4","24,20,20","0,0,0",0.00293871464094341,-0.141
80,"A3SS","Solyc01g005820.4","+",550821,551040,550910,551040,"24,27,34","109,82,75","31,34,30","33,27,18",3.18142632614177e-06,-0.27
80,"A3SS","Solyc01g005820.4","+",550784,551040,550914,551040,"24,29,37","10,5,4","23,49,27","0,0,1",1.96913492294358e-05,-0.262
80,"A3SS","Solyc01g005820.4","+",550784,551040,550910,551040,"23,27,32","109,82,75","21,40,27","33,27,18",0.000233614850275113,-0.236
80,"A3SS","Solyc01g005820.4","+",550821,551040,550914,551040,"25,29,39","10,5,4","33,43,30","0,0,1",2.00016376974403e-05,-0.235
80,"A3SS","Solyc01g005820.4","+",550824,551040,550914,551040,"39,46,59","10,5,4","29,56,35","0,0,1",0.000153392270686744,-0.164
90,"A3SS","Solyc01g005820.4","+",550947,551040,550955,551040,"18,22,6","0,5,10","16,14,9","0,0,0",0.00108374909082231,-0.277
90,"A3SS","Solyc01g005820.4","+",550884,551040,550910,551040,"23,43,42","78,82,68","35,39,43","44,29,30",0.00728480551655584,-0.211
90,"A3SS","Solyc01g005820.4","+",550784,551040,550910,551040,"23,43,42","78,82,68","34,44,43","44,29,30",0.00396656256885692,-0.191
90,"A3SS","Solyc01g005820.4","+",550821,551040,550910,551040,"27,43,47","78,82,68","36,42,43","44,29,30",0.00846159693886567,-0.187
90,"A3SS","Solyc01g005820.4","+",550784,551040,550914,551040,"23,45,42","6,3,1","37,50,44","0,0,0",0.00116688896893091,-0.161
90,"A3SS","Solyc01g005820.4","+",550821,551040,550914,551040,"27,45,47","6,3,1","39,48,44","0,0,0",0.00217973105603197,-0.132
90,"A3SS","Solyc01g005820.4","+",550884,551040,550914,551040,"23,45,42","6,3,1","38,45,44","0,0,0",0.00554498853671884,-0.114
105,"A3SS","Solyc01g005820.4","+",550884,551040,550910,551040,"18,38,19","55,73,99","49,44,33","12,25,22",3.21692402110271e-08,-0.424
105,"A3SS","Solyc01g005820.4","+",550887,551040,550910,551040,"18,37,19","55,73,99","45,44,32","12,25,22",2.57620615228018e-08,-0.419
105,"A3SS","Solyc01g005820.4","+",550821,551040,550910,551040,"18,37,19","55,73,99","47,48,34","12,25,22",3.21522390193439e-09,-0.41
105,"A3SS","Solyc01g005820.4","+",550824,551040,550910,551040,"35,52,34","55,73,99","70,59,45","12,25,22",1.64253337307188e-07,-0.391
105,"A3SS","Solyc01g005820.4","+",550947,551040,550955,551040,"6,13,6","5,2,2","9,8,19","1,0,0",0.00204879311776805,-0.254
105,"A3SS","Solyc01g005820.4","+",550942,551040,550955,551040,"9,22,12","5,2,2","19,16,19","1,0,0",0.00398001855620311,-0.189
105,"A3SS","Solyc01g005820.4","+",550821,551040,550824,551040,"0,0,0","17,15,15","2,4,3","25,15,14",0.00513036211555269,-0.151
120,"A3SS","Solyc01g005820.4","+",550784,551040,550914,551040,"39,31,45","2,1,6","28,50,31","0,0,0",0.00563765714943248,-0.115
25,"A3SS","Solyc01g067270.4","+",68444530,68444903,68444872,68444903,"5,7,16","0,0,2","2,1,3","4,5,1",0.000149778630326904,0.636
60,"A3SS","Solyc01g067270.4","+",68444530,68444904,68444855,68444904,"10,5,4","1,8,1","8,3,2","0,0,0",0.000179022252949065,-0.421
60,"A3SS","Solyc01g067270.4","+",68444530,68444904,68444872,68444904,"10,5,7","6,3,0","11,5,3","0,0,0",0.000500814187889721,-0.363
70,"A3SS","Solyc01g067270.4","+",68444530,68444904,68444872,68444904,"7,1,4","4,5,4","2,2,1","0,0,0",7.84403485955577e-09,-0.703
70,"A3SS","Solyc01g067270.4","+",68444868,68444904,68444872,68444904,"37,8,18","4,5,4","24,18,13","0,0,0",0.000335137115004697,-0.226
5,"A3SS","Solyc01g068560.3","-",70564993,70565346,70564993,70565340,"9,18,21","17,8,0","8,8,6","0,0,0",0.000766717073699241,-0.326
10,"A3SS","Solyc01g068560.3","-",70564993,70565346,70564993,70565286,"9,21,16","9,4,11","15,14,3","0,0,0",7.08636684292791e-06,-0.429
20,"A3SS","Solyc01g068560.3","-",70564993,70565346,70564993,70565286,"4,16,13","2,10,12","7,24,10","0,0,0",3.89214788580631e-08,-0.481
30,"A3SS","Solyc01g068560.3","-",70564993,70565346,70564993,70565143,"53,29,66","0,0,0","28,32,41","5,0,6",0.000721938283261338,0.163
50,"A3SS","Solyc01g068560.3","-",70564993,70565346,70564993,70565340,"23,29,32","8,0,45","3,15,18","0,0,0",0.000287605332738646,-0.287
60,"A3SS","Solyc01g068560.3","-",70564993,70565346,70564993,70565340,"36,28,7","0,0,0","0,8,12","14,12,0",9.78997038838085e-05,0.536
90,"A3SS","Solyc01g068560.3","-",70564993,70565346,70564993,70565340,"29,55,24","0,37,41","43,20,29","0,0,0",6.76484887186539e-06,-0.351
15,"A3SS","Solyc01g080280.3","+",72108528,72108743,72108570,72108743,"598,518,422","0,104,72","405,496,388","0,33,0",0.000167531710455311,-0.102
20,"A3SS","Solyc01g080280.3","+",72110764,72111074,72111020,72111074,"40,48,28","0,0,0","70,55,58","2,9,11",4.83861794338081e-05,0.192
40,"A3SS","Solyc01g080280.3","+",72108528,72108743,72108570,72108743,"293,450,388","0,38,0","516,447,285","83,62,69",0,0.154
50,"A3SS","Solyc01g080280.3","+",72108528,72108743,72108570,72108743,"585,766,773","0,0,0","353,643,798","99,0,177",0,0.162
105,"A3SS","Solyc01g080280.3","+",72111159,72111631,72111517,72111631,"45,78,73","0,0,0","77,65,56","8,8,3",7.02805626670875e-06,0.156
40,"A3SS","Solyc01g086890.3","-",74063062,74063511,74063062,74063461,"16,21,7","0,0,0","19,5,18","0,6,15",0.000218411852786054,0.381
50,"A3SS","Solyc01g086890.3","-",74063062,74063511,74063062,74063461,"14,8,19","0,0,0","35,15,12","0,24,10",0.000136682533807027,0.403
50,"A3SS","Solyc01g086890.3","-",74063062,74063511,74063062,74063411,"14,8,19","0,0,0","35,15,12","0,4,15",0.000742633031278113,0.328
90,"A3SS","Solyc01g086890.3","-",74063062,74063511,74063062,74063461,"18,12,16","0,27,17","13,11,23","0,0,0",3.15387869736473e-05,-0.446
15,"A3SS","Solyc01g087260.4","-",74446999,74447247,74446999,74447205,"0,0,0","43,19,27","0,99,26","28,0,50",0.000165130740895047,-0.43
80,"A3SS","Solyc01g087260.4","-",74446999,74447205,74446999,74447198,"24,41,24","0,0,0","30,21,42","13,33,0",5.25521327076365e-05,0.311
90,"A3SS","Solyc01g087260.4","-",74444644,74445136,74444644,74444851,"7,5,3","0,0,0","16,13,17","6,13,15",2.27977546879725e-06,0.578
30,"A3SS","Solyc01g091260.3","-",77168434,77168714,77168434,77168515,"4,9,7","0,0,0","17,16,21","2,5,3",0.000387379310994982,0.266
30,"A3SS","Solyc01g091260.3","-",77168434,77168706,77168434,77168515,"4,7,7","0,0,0","17,16,23","2,5,3",0.000452503724774215,0.261
30,"A3SS","Solyc01g091260.3","-",77168434,77168755,77168434,77168515,"5,12,9","0,0,0","22,18,30","2,5,3",0.000981874983221138,0.226
30,"A3SS","Solyc01g091260.3","-",77168627,77168755,77168627,77168722,"18,25,19","245,274,268","50,44,58","201,170,243",3.5872603865837e-08,-0.108
60,"A3SS","Solyc01g091260.3","-",77168627,77168755,77168627,77168722,"23,35,15","490,466,465","74,72,49","209,182,163",0,-0.182
70,"A3SS","Solyc01g091260.3","-",77168627,77168755,77168627,77168722,"53,7,11","388,428,427","56,46,78","159,181,205",0,-0.166
80,"A3SS","Solyc01g091260.3","-",77168627,77168755,77168627,77168722,"10,12,32","468,386,505","86,38,65","174,169,137",0,-0.211
90,"A3SS","Solyc01g091260.3","-",77168434,77168755,77168434,77168515,"1,14,6","0,0,0","27,19,15","11,7,9",3.74475763381154e-06,0.473
90,"A3SS","Solyc01g091260.3","-",77168627,77168755,77168627,77168722,"52,45,33","494,513,524","81,48,87","213,221,194",0,-0.154
105,"A3SS","Solyc01g091260.3","-",77168627,77168755,77168627,77168722,"5,20,18","358,433,318","99,61,40","288,175,143",0,-0.179
105,"A3SS","Solyc01g091260.3","-",77168627,77168760,77168627,77168722,"9,23,18","358,433,318","101,62,43","288,175,143",0,-0.176
120,"A3SS","Solyc01g091260.3","-",77168627,77168755,77168627,77168722,"18,8,17","399,326,326","64,74,33","138,149,169",0,-0.202
50,"A3SS","Solyc01g094210.2","+",78030328,78030787,78030610,78030787,"170,211,188","1,6,0","60,76,68","8,13,23",7.62019336520509e-12,0.268
80,"A3SS","Solyc01g094210.2","+",78030294,78030791,78030610,78030791,"714,652,678","7,0,1","369,320,340","35,15,25",0,0.117
120,"A3SS","Solyc01g094210.2","+",78030294,78030791,78030610,78030791,"776,515,581","6,0,7","421,431,478","31,54,45",0,0.149
50,"A3SS","Solyc01g095460.3","+",78968711,78968945,78968896,78968945,"27,19,34","0,0,0","13,5,8","6,1,3",2.26949325925585e-06,0.398
50,"A3SS","Solyc01g095460.3","+",78968727,78968945,78968896,78968945,"29,19,34","0,0,0","14,5,14","6,1,3",9.15939242949287e-06,0.349
80,"A3SS","Solyc01g095460.3","+",78968727,78968945,78968896,78968945,"6,6,12","0,0,0","18,4,11","3,4,5",3.9657638505334e-06,0.464
90,"A3SS","Solyc01g095460.3","+",78968727,78968945,78968896,78968945,"9,9,9","0,0,0","26,32,29","14,8,7",7.2291719929127e-06,0.393
105,"A3SS","Solyc01g095460.3","+",78968745,78969171,78968896,78969171,"99,109,106","0,0,0","296,182,137","31,12,10",3.00530032784474e-09,0.139
120,"A3SS","Solyc01g095460.3","+",78968727,78968945,78968896,78968945,"9,6,4","1,0,0","24,15,13","13,16,14",1.06227976360245e-05,0.567
120,"A3SS","Solyc01g095460.3","+",78968745,78969171,78968896,78969171,"160,96,114","1,0,0","130,171,130","13,16,14",7.35959656852864e-10,0.163
60,"A3SS","Solyc01g097500.4","-",80587559,80587630,80587559,80587608,"9,4,2","3,5,1","1,4,4","0,0,0",7.51449051831085e-05,-0.41
70,"A3SS","Solyc01g097500.4","-",80591277,80591688,80591277,80591355,"0,0,2","2,2,0","1,4,5","0,0,0",0.000162805455460308,-0.667
70,"A3SS","Solyc01g098500.3","+",81270065,81270156,81270079,81270156,"0,0,1","12,14,21","4,5,3","7,6,8",3.93234990298613e-05,-0.329
80,"A3SS","Solyc01g098500.3","+",81269946,81270156,81270079,81270156,"23,14,15","22,19,27","21,30,29","8,7,6",9.49836887941998e-05,-0.377
60,"A3SS","Solyc01g102950.3","+",83881856,83882090,83881984,83882090,"10,13,24","0,0,0","9,31,13","6,6,5",2.44575525939116e-06,0.412
70,"A3SS","Solyc01g102950.3","+",83877028,83877163,83877057,83877163,"76,35,50","2,0,0","34,35,18","4,9,15",9.59833346894204e-07,0.276
105,"A3SS","Solyc01g102950.3","+",83881624,83882090,83881984,83882090,"32,40,25","0,0,0","70,31,49","7,9,9",1.43391611764612e-06,0.268
105,"A3SS","Solyc01g103170.4","-",84104012,84104498,84104012,84104121,"99,42,47","0,0,0","73,34,17","1,5,9",6.45766369701605e-05,0.256
120,"A3SS","Solyc01g103170.4","-",84102935,84103006,84102935,84102989,"2,0,0","62,38,62","9,6,9","17,24,51",2.90978909222101e-07,-0.205
120,"A3SS","Solyc01g103170.4","-",84104012,84104498,84104012,84104121,"44,51,64","0,0,0","46,57,38","4,6,1",0.000652531531540313,0.124
90,"A3SS","Solyc01g104370.4","-",85074437,85074836,85074437,85074831,"21,30,34","22,25,27","51,22,39","4,10,10",0.000878515209004222,-0.277
105,"A3SS","Solyc01g104370.4","-",85074437,85074864,85074437,85074831,"24,33,37","15,32,24","58,62,50","10,6,6",4.7726434137984e-08,-0.336
30,"A3SS","Solyc01g105120.4","-",85689426,85689892,85689426,85689860,"20,35,18","4,21,14","5,13,43","0,0,0",3.56757234309358e-08,-0.368
70,"A3SS","Solyc01g105120.4","-",85693915,85694047,85693915,85694040,"7,3,9","8,5,19","0,0,2","5,4,10",0.00261696080952857,0.323
70,"A3SS","Solyc01g105120.4","-",85693915,85694043,85693915,85694040,"5,3,0","8,5,19","0,0,0","5,4,10",0.00534320709966711,0.25
90,"A3SS","Solyc01g105120.4","-",85689426,85689925,85689426,85689892,"0,36,12","28,96,66","0,0,0","18,21,9",6.31908632927495e-05,0.122
90,"A3SS","Solyc01g105120.4","-",85693915,85694239,85693915,85694230,"292,323,232","365,574,365","68,56,61","169,133,181",0.00144320353195728,0.117
105,"A3SS","Solyc01g105120.4","-",85693915,85694251,85693915,85694230,"769,896,897","321,398,384","330,243,225","247,128,166",0.00583875455950135,0.102
120,"A3SS","Solyc01g105120.4","-",85693915,85694327,85693915,85694230,"681,534,554","399,268,364","121,158,159","180,152,195",2.90978909222101e-07,0.176
120,"A3SS","Solyc01g105120.4","-",85693915,85694251,85693915,85694230,"1015,712,734","399,268,364","213,215,257","180,152,195",3.38571192070946e-06,0.143
120,"A3SS","Solyc01g105120.4","-",85686814,85687134,85686814,85686952,"285,213,188","20,6,20","96,126,108","2,0,0",5.0060859346947e-06,-0.104
90,"A3SS","Solyc01g106430.3","-",86636904,86637319,86636904,86637086,"24,14,13","0,0,0","43,56,36","0,8,7",0.000608742507197993,0.167
90,"A3SS","Solyc01g106430.3","-",86636904,86637339,86636904,86637086,"32,12,15","0,0,0","51,68,39","0,8,7",0.000862952706144727,0.151
105,"A3SS","Solyc01g106430.3","-",86636904,86637319,86636904,86637086,"15,13,21","0,0,0","47,51,35","5,12,2",0.000158271283271502,0.199
105,"A3SS","Solyc01g106430.3","-",86636904,86637339,86636904,86637086,"15,14,32","0,0,0","50,56,42","5,12,2",0.000155648061879603,0.185
105,"A3SS","Solyc01g106430.3","-",86636904,86637350,86636904,86637086,"15,14,24","0,0,0","50,57,42","5,12,2",0.000223246461324438,0.183
40,"A3SS","Solyc02g005180.3","+",6945878,6945931,6945881,6945931,"19,29,24","0,0,0","13,13,11","1,0,10",0.00979700196196484,0.185
70,"A3SS","Solyc02g005180.3","+",6945752,6945798,6945755,6945798,"15,10,23","12,1,8","14,11,8","0,0,1",0.000351973234040638,-0.23
80,"A3SS","Solyc02g005180.3","+",6945755,6945931,6945878,6945931,"13,15,21","3,5,0","14,9,18","0,1,0",0.00814222620390024,-0.168
90,"A3SS","Solyc02g005180.3","+",6944647,6945020,6944962,6945020,"167,232,185","0,0,5","41,48,39","17,9,34",0,0.437
90,"A3SS","Solyc02g005180.3","+",6944155,6944561,6944498,6944561,"84,155,93","0,0,0","59,40,33","4,2,9",4.01203870819969e-06,0.188
105,"A3SS","Solyc02g005180.3","+",6944460,6944564,6944498,6944564,"7,11,21","0,0,0","5,7,2","0,5,4",0.00056755449134617,0.396
105,"A3SS","Solyc02g005180.3","+",6944524,6945020,6944962,6945020,"147,171,213","22,24,23","46,14,36","25,27,9",0.00454080301706116,0.34
105,"A3SS","Solyc02g005180.3","+",6944647,6945020,6944962,6945020,"145,171,213","22,24,23","46,16,33","25,27,9",0.00206696951875508,0.338
50,"A3SS","Solyc02g030130.4","-",23764703,23764857,23764703,23764840,"72,79,48","13,9,8","67,40,80","2,1,2",0.000555054217224669,-0.117
90,"A3SS","Solyc02g030130.4","-",23764703,23764857,23764703,23764840,"43,97,75","9,10,14","57,52,66","3,0,2",0.000385939799992892,-0.125
60,"A3SS","Solyc02g066940.4","-",35204889,35205120,35204889,35205051,"21,34,24","11,11,0","9,21,14","0,0,0",0.000168080887534813,-0.252
70,"A3SS","Solyc02g066940.4","-",35204889,35205120,35204889,35205051,"34,34,32","0,0,0","18,10,14","0,12,4",0.000199287163963855,0.311
80,"A3SS","Solyc02g066940.4","-",35207208,35207400,35207208,35207302,"138,159,202","36,44,72","90,67,92","84,50,55",1.11064060372493e-05,0.224
90,"A3SS","Solyc02g066940.4","-",35204889,35205120,35204889,35205051,"38,48,32","7,37,0","21,14,21","0,0,0",0.000144089980834537,-0.247
105,"A3SS","Solyc02g066940.4","-",35207208,35207350,35207208,35207302,"102,142,98","64,61,58","75,50,59","64,75,96",0.000870914751694446,0.208
120,"A3SS","Solyc02g066940.4","-",35206881,35207342,35206881,35207302,"137,83,102","59,59,49","58,48,62","82,69,71",2.49122024153946e-05,0.225
120,"A3SS","Solyc02g066940.4","-",35207208,35207400,35207208,35207302,"163,111,122","59,59,49","68,63,78","82,69,71",2.35762398290646e-06,0.223
25,"A3SS","Solyc02g069650.3","-",37496724,37497053,37496724,37497045,"73,93,84","3,0,0","68,90,82","10,11,10",1.09635284050401e-05,0.107
30,"A3SS","Solyc02g069650.3","-",37496724,37497045,37496724,37497010,"6,4,3","2,7,2","0,0,0","10,9,7",1.26379352652067e-06,0.524
90,"A3SS","Solyc02g069650.3","-",37496724,37497045,37496724,37497010,"0,0,0","13,17,2","12,0,9","3,8,13",0.000248703599806509,-0.374
15,"A3SS","Solyc02g069860.4","-",37693959,37694355,37693959,37694119,"15,10,1","34,23,21","16,24,19","9,3,5",9.48661660038463e-06,-0.514
20,"A3SS","Solyc02g069860.4","-",37693959,37694355,37693959,37694119,"1,10,3","23,37,29","10,12,15","19,11,15",0.000848716693068598,-0.235
50,"A3SS","Solyc02g069860.4","-",37695383,37695882,37695383,37695619,"2,15,6","5,5,7","13,8,5","0,0,0",6.81094208232176e-08,-0.644
50,"A3SS","Solyc02g069860.4","-",37695382,37695864,37695382,37695619,"6,16,6","5,5,7","13,17,12","0,0,0",4.16272389151394e-08,-0.57
50,"A3SS","Solyc02g069860.4","-",37695382,37695619,37695382,37695600,"12,5,13","53,54,70","1,2,1","60,44,47",0.000334000637345929,0.104
70,"A3SS","Solyc02g069860.4","-",37695381,37695864,37695381,37695600,"2,0,9","63,46,55","9,16,25","45,46,58",4.53351013299963e-05,-0.108
90,"A3SS","Solyc02g069860.4","-",37695382,37695864,37695382,37695600,"3,9,8","46,79,69","27,20,10","65,50,33",0.000126653939139256,-0.11
120,"A3SS","Solyc02g069860.4","-",37695382,37695864,37695382,37695600,"10,0,6","44,41,55","25,28,35","72,66,57",3.81455924625776e-05,-0.135
80,"A3SS","Solyc02g078400.3","-",41081604,41081946,41081604,41081791,"1,0,4","6,12,4","7,16,6","1,5,2",0.000159452337495103,-0.528
90,"A3SS","Solyc02g078400.3","-",41081604,41081924,41081604,41081791,"0,0,4","8,1,13","17,27,13","1,0,8",3.9950576806272e-07,-0.741
105,"A3SS","Solyc02g078400.3","-",41081604,41081924,41081604,41081791,"1,1,5","1,7,5","27,29,12","6,2,3",0.000838179695613528,-0.502
120,"A3SS","Solyc02g078400.3","-",41081604,41081924,41081604,41081791,"0,2,2","7,2,9","15,23,13","4,0,2",4.53697621252698e-07,-0.663
105,"A3SS","Solyc02g080780.3","-",42896980,42897450,42896980,42897086,"7,12,5","0,0,0","8,12,16","19,16,16",2.51688589969811e-10,0.74
15,"A3SS","Solyc02g082030.3","+",43749908,43750080,43749953,43750080,"5,4,6","23,20,6","1,1,0","16,18,10",0.00630125093654351,0.208
20,"A3SS","Solyc02g082030.3","+",43749908,43750080,43749953,43750080,"4,10,2","17,26,19","0,0,1","11,23,26",0.000775004348987862,0.142
40,"A3SS","Solyc02g082030.3","+",43749908,43750080,43749953,43750080,"1,8,5","8,20,20","0,0,1","15,17,11",0.00151009009972868,0.14
40,"A3SS","Solyc02g083810.4","-",45069029,45069517,45069029,45069516,"53,22,24","0,8,8","35,30,50","0,0,0",0.000232114208260927,-0.173
30,"A3SS","Solyc02g085290.3","-",46247564,46247868,46247564,46247644,"80,82,62","44,44,29","43,44,50","74,69,78",9.62399477518039e-08,0.255
40,"A3SS","Solyc02g085290.3","-",46246760,46247060,46246760,46247019,"34,26,29","0,2,1","20,18,14","3,7,13",0.000186676517172629,0.301
40,"A3SS","Solyc02g085290.3","-",46247564,46247868,46247564,46247644,"88,84,65","41,45,30","39,49,56","86,45,66",0.000335265795679339,0.228
50,"A3SS","Solyc02g085290.3","-",46247564,46247868,46247564,46247644,"64,105,95","56,45,52","55,24,46","113,82,89",3.26503871581476e-08,0.283
50,"A3SS","Solyc02g085290.3","-",46247564,46247648,46247564,46247644,"307,290,376","56,45,52","343,218,318","113,82,89",3.37612402777706e-05,0.112
60,"A3SS","Solyc02g085290.3","-",46247564,46247868,46247564,46247644,"47,132,84","20,52,29","28,52,28","75,73,73",0,0.37
60,"A3SS","Solyc02g085290.3","-",46247564,46247648,46247564,46247644,"274,282,242","20,52,29","236,295,244","75,73,73",2.7316707429153e-05,0.115
70,"A3SS","Solyc02g085290.3","-",46247487,46247868,46247487,46247644,"85,87,78","28,34,37","61,28,54","88,70,80",6.26402633467087e-12,0.334
70,"A3SS","Solyc02g085290.3","-",46247487,46247903,46247487,46247644,"28,14,31","28,34,37","19,8,21","88,70,80",0.000127964142071448,0.177
70,"A3SS","Solyc02g085290.3","-",46247487,46247648,46247487,46247644,"304,247,208","28,34,37","222,301,205","88,70,80",3.83767392370759e-06,0.135
70,"A3SS","Solyc02g085290.3","-",46246760,46247060,46246760,46247019,"63,52,62","305,239,241","85,88,102","226,194,198",0.000127964142071448,-0.108
80,"A3SS","Solyc02g085290.3","-",46247564,46247868,46247564,46247644,"65,78,70","32,49,56","28,14,34","44,70,67",1.27207610947101e-06,0.266
90,"A3SS","Solyc02g085290.3","-",46247564,46247648,46247564,46247644,"312,334,287","13,67,39","213,258,288","81,74,71",1.2736230482023e-05,0.126
105,"A3SS","Solyc02g085290.3","-",46247564,46247648,46247564,46247644,"277,270,250","67,21,32","274,252,202","97,82,65",5.32046388218823e-05,0.125
120,"A3SS","Solyc02g085290.3","-",46247564,46247868,46247564,46247644,"76,63,76","55,27,35","24,56,36","56,116,71",2.88530306717583e-09,0.299
120,"A3SS","Solyc02g085290.3","-",46247564,46247903,46247564,46247644,"21,19,21","55,27,35","8,9,15","56,116,71",1.20381369051176e-05,0.15
120,"A3SS","Solyc02g085290.3","-",46247564,46247648,46247564,46247644,"299,153,213","55,27,35","215,281,195","56,116,71",0.000497244345250352,0.108
50,"A3SS","Solyc02g085420.4","-",46339658,46339968,46339658,46339917,"51,33,50","0,4,0","36,20,34","14,4,10",1.30647907311294e-05,0.233
60,"A3SS","Solyc02g085420.4","-",46339658,46339968,46339658,46339939,"43,24,37","0,0,0","39,26,9","0,8,8",0.000228065612337179,0.261
105,"A3SS","Solyc02g085420.4","-",46339658,46339968,46339658,46339917,"55,56,42","1,1,0","33,25,21","10,4,0",0.000639697865450033,0.14
50,"A3SS","Solyc02g085570.4","+",46416029,46416329,46416242,46416329,"31,28,36","21,9,26","31,33,28","6,0,0",0.000103028613803574,-0.426
70,"A3SS","Solyc02g085570.4","+",46416231,46416329,46416242,46416329,"6,4,16","13,1,12","3,7,9","0,0,0",2.98409552947281e-06,-0.452
70,"A3SS","Solyc02g085570.4","+",46416239,46416329,46416242,46416329,"14,10,5","13,1,12","3,14,14","0,0,0",9.2505621293109e-06,-0.43
80,"A3SS","Solyc02g085570.4","+",46416231,46416329,46416239,46416329,"7,2,4","11,14,10","5,14,11","0,0,4",4.11236842043044e-06,-0.651
